version,caseid,mode,weight_full,registered,ideo,ideoHarris,ideoTrump,ideoDems,ideoReps,pid7,supportVoterID,supportFelonVote,supportTransSports,supportLGJob,supportBirthright,supportWall,attend,age,marital,educ,activeduty,union,race,children,havepassport,gender,transgender,sexualorientation,income,concernedhealthcare,polviolence,polviolchange,watchHannity,watchMaddow,watchSharkTank,watchNCIS,watchAndersonCooper,watch60Minutes,watchMeetThePress,watchPriceIsRight,watchGMA,watchToday,watchSNL,mobilProtest,mobilPetition,mobilDonate,mobilArgue,mobilContact,voted2024,votechoice24,howvoted24,howdifficultvote,harrisFT,trumpFT,DemHouseCandFT,RepHouseCandFT,walzFT,vanceFT,bidenFT,fundamentalistsFT,feministsFT,liberalsFT,unionsFT,bigbusinessFT,conservativesFT,scotusFT,gaylesbianFT,congressFT,muslimsFT,christiansFT,magaFT,jewsFT,policeFT,transFT,blmFT,nraFT,fbiFT,ruralFT,plannedParenthoodFT,houseIncumbent,importImmig,importCost,importClimate,importGuns,importAbortion,democImport,officialsDontCare,noSay,tooComplicated,understandPol,votesCountedFairly,affirmativeAction,vaccinesSchools,greenhouseGas,backgroundChecks,assaultRifles,rural,supportTransMilitary,intpol,preferDemoc,ctAuthority,usDemocracy,trustCongress,trustGovernment,trustJudiciary,trustScientists,trustParties,trustMedia,asianamericanFT,hispanicFT,blacksFT,illegalImmigrantFT,whitesFT,winner2020,state,harris24,trump24,female,dem,independent,gop,hispanic,white,black,aapi
ANES2024TimeSeries_20250808,141596,2,,1,6,1,7,2,6,7,1,2,1,2,1,1,1,52,1,3,3,2,1,3,2,1,2,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,1,1,20,70,15,,70,100,15,60,40,15,15,60,90,90,15,40,30,80,85,85,85,10,40,75,60,90,60,4,1,2,4,3,1,2,2,2,3,3,2,4,1,4,1,1,4,7,2,1,2,6,3,3,2,2,4,3,40,40,,10,60,2,WI,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141598,2,,1,6,1,7,4,4,7,3,6,7,1,1,1,1,63,1,2,2,2,3,0,2,1,2,1,4,2,4,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,2,1,2,1,1,15,85,40,,50,60,30,85,50,50,40,50,70,70,0,85,30,100,50,30,30,0,0,85,100,60,85,1,2,1,2,1,2,2,2,2,3,3,2,4,1,1,1,6,2,1,2,1,2,2,2,2,2,2,2,2,50,50,0,0,50,2,TX,0,1,0,0,0,1,1,0,0,0
ANES2024TimeSeries_20250808,141599,2,,1,,4,5,4,2,1,1,2,1,4,4,2,1,73,5,3,3,2,2,0,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,2,1,1,1,1,60,15,,,50,50,100,70,100,60,85,60,70,40,0,85,70,100,0,70,85,15,100,50,85,85,100,2,2,1,2,2,2,1,1,1,2,2,2,6,4,6,1,1,3,4,2,2,1,7,2,2,3,3,2,3,60,85,100,60,70,2,IL,1,0,1,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,141600,2,,1,,,,,,2,,4,1,2,3,2,1,55,5,2,3,2,2,1,2,2,2,1,2,4,1,4,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,1,,1,1,60,70,50,,,,15,50,50,50,50,50,50,50,40,50,50,60,50,60,70,40,70,50,50,50,60,3,3,2,2,2,2,3,2,2,2,4,2,4,4,4,2,2,4,6,4,3,3,5,3,3,3,3,3,3,50,50,60,50,60,2,SC,,,1,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,141601,2,,1,3,2,6,3,5,1,2,2,7,1,7,6,2,52,1,5,3,1,1,2,2,2,2,1,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,1,1,1,1,80,0,,50,85,0,30,0,70,75,90,40,15,40,50,70,75,65,0,75,80,50,40,40,70,65,60,2,3,1,2,2,1,4,2,3,4,3,2,2,1,2,2,7,1,6,1,1,2,7,2,2,3,2,2,3,50,70,100,0,100,2,CT,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141603,2,,1,,4,7,4,6,5,1,7,1,1,2,1,2,56,3,4,3,2,1,1,2,2,2,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,15,100,,,0,85,10,50,50,50,50,85,50,50,50,50,50,50,100,50,85,50,85,50,50,85,50,4,1,2,4,3,2,5,3,3,2,4,3,3,7,4,1,7,4,4,4,3,5,4,3,3,4,2,3,3,50,50,50,50,50,1,NH,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141604,2,,1,4,3,7,3,6,1,,4,,1,6,4,1,80,1,5,3,1,1,0,1,2,2,1,,1,1,,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,1,1,1,1,100,0,,,,30,85,,50,60,60,60,70,60,50,70,50,85,,70,85,50,50,50,85,100,50,2,2,1,1,1,2,1,3,5,3,3,2,4,2,4,2,7,4,4,1,1,2,9,3,2,2,1,2,1,85,70,85,70,85,2,KY,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141605,2,,1,4,2,7,2,7,4,1,4,1,1,6,1,2,58,3,3,3,2,1,1,2,2,2,1,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,60,0,,,50,15,50,50,70,40,40,30,50,40,50,40,40,100,15,100,85,40,40,60,70,50,70,4,1,1,3,1,1,1,1,2,3,2,1,4,1,4,1,7,3,4,1,1,1,7,2,2,2,2,3,2,50,50,50,15,50,2,KS,1,0,1,0,1,0,0,1,0,0
ANES2024TimeSeries_20250808,141606,2,,1,6,1,4,1,4,5,1,4,1,2,2,7,1,76,1,5,2,2,1,0,2,1,2,1,6,1,1,4,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,2,1,2,2,1,0,40,0,,0,60,0,40,40,30,15,70,100,100,40,70,50,85,15,60,100,30,0,30,70,85,50,3,1,1,4,4,4,1,2,4,5,2,1,6,1,6,1,1,2,7,1,1,1,8,2,2,1,2,3,3,50,60,50,0,60,2,KS,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141607,2,,1,7,1,7,1,6,7,1,7,1,2,1,1,1,68,3,3,3,1,6,0,2,1,2,1,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,1,0,100,,,0,100,0,,0,0,0,0,100,60,0,75,0,80,100,80,70,0,0,90,0,85,0,4,1,1,5,1,5,1,1,1,2,2,4,7,4,7,4,7,2,7,1,3,1,3,2,3,2,4,2,4,20,20,20,0,100,1,TN,0,1,0,0,0,1,0,0,0,0
ANES2024TimeSeries_20250808,141608,2,,1,,2,1,6,2,5,1,7,7,1,2,1,2,64,3,3,3,2,1,0,2,2,2,1,2,3,1,1,0,0,0,1,0,1,0,1,0,0,0,2,2,2,2,2,1,2,2,1,50,70,50,,50,50,15,50,50,60,50,40,60,70,50,70,60,60,50,50,85,30,60,100,100,50,60,3,1,1,1,1,3,1,3,2,3,3,2,4,1,2,1,1,2,4,2,3,5,5,2,2,2,2,2,4,70,70,70,70,85,2,WI,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141610,2,,1,6,2,5,3,5,7,1,1,1,1,6,1,1,55,1,4,3,2,1,1,2,2,2,1,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,50,60,,,,60,50,60,50,30,50,50,50,50,50,50,60,75,50,85,70,50,50,50,50,85,30,4,1,1,5,1,1,1,2,5,4,4,4,4,7,4,2,6,4,3,2,2,2,4,2,2,2,2,3,3,85,85,,85,85,2,AR,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141611,2,,1,2,3,6,4,7,3,2,2,6,1,6,4,2,43,1,5,3,2,3,2,1,1,2,1,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,1,70,0,,0,85,0,60,0,50,70,85,30,30,0,50,15,50,50,0,50,40,50,50,30,50,100,100,4,3,1,1,1,2,1,2,1,5,3,1,4,2,1,2,2,2,1,2,1,2,6,3,3,4,3,3,3,70,70,70,50,70,2,KS,1,0,0,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,141613,2,,1,6,1,6,1,6,7,1,4,1,2,4,7,1,80,2,,3,2,1,0,2,2,2,1,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,2,1,2,1,1,0,85,,,0,85,0,50,50,0,50,40,100,100,50,85,50,100,85,50,85,30,50,50,85,50,0,3,1,1,2,1,1,1,2,2,2,3,1,6,1,1,1,1,2,7,2,1,3,10,2,2,1,2,2,2,60,60,50,30,100,2,NY,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141614,2,,1,5,5,2,4,2,1,1,1,1,1,1,1,1,48,3,2,3,2,2,0,2,1,2,1,4,3,2,4,,,,,,,,,,,,1,2,2,2,2,1,2,1,1,50,100,60,,30,15,15,50,0,50,15,18,60,85,0,50,0,0,18,0,50,0,40,30,70,50,60,1,3,3,4,3,3,3,2,2,2,1,4,2,6,6,6,2,3,7,2,3,3,5,3,3,3,3,3,2,15,0,15,15,100,1,GA,0,1,0,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,141615,2,,1,7,2,1,4,2,3,2,2,6,3,6,7,1,56,1,5,3,2,3,1,1,2,2,1,4,3,1,1,,,,,,,,,,,,2,1,2,2,2,1,5,1,1,30,15,,30,30,60,15,70,60,60,85,85,70,70,40,40,85,85,15,15,70,,70,15,40,85,85,2,3,1,1,1,1,2,2,2,4,3,2,2,7,1,1,7,4,6,2,2,2,6,2,3,3,2,3,3,70,85,85,70,85,2,TX,0,0,1,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,141616,2,,1,2,2,5,3,6,1,1,1,7,1,7,7,1,45,1,5,3,2,1,2,1,2,2,2,5,1,1,2,,,,,,,,,,,,2,2,2,1,2,1,1,1,1,100,0,,50,100,0,100,0,88,60,75,40,30,40,90,40,50,69,0,85,55,90,85,15,50,85,100,3,4,3,1,1,1,1,4,5,5,3,1,1,1,1,1,1,3,1,2,2,2,7,2,2,2,2,3,3,85,85,85,85,85,2,VT,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141618,2,,1,3,2,7,4,6,1,1,1,4,1,7,7,2,75,5,5,3,2,1,0,1,2,2,1,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,1,100,0,,80,75,0,80,0,50,75,60,45,25,0,50,45,50,40,0,50,50,50,50,0,50,50,100,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,1,3,2,100,100,100,85,100,2,CA,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141619,2,,1,,4,5,4,5,4,2,1,2,1,6,6,1,65,3,3,3,1,2,0,1,1,2,1,3,2,1,6,0,1,0,1,1,1,0,1,1,1,1,2,2,2,1,2,1,1,1,1,100,0,,30,80,0,85,70,80,70,80,68,65,15,70,50,60,70,0,70,75,70,80,30,75,65,80,4,3,2,3,2,1,1,2,3,4,2,1,2,2,2,1,1,1,4,2,1,1,10,2,2,2,2,2,2,80,80,80,50,80,2,OH,1,0,0,0,1,0,0,0,1,0
ANES2024TimeSeries_20250808,141620,2,,1,2,4,6,4,7,1,2,2,7,1,7,7,1,32,1,5,3,2,1,1,1,2,2,1,5,2,1,1,0,0,0,1,0,0,0,0,0,0,1,2,2,2,1,2,1,1,1,1,90,0,,0,90,0,90,0,90,90,85,20,0,10,95,20,95,10,0,95,90,90,90,0,60,65,95,3,2,3,1,2,1,1,2,2,4,3,1,3,1,1,1,1,1,1,2,1,2,7,3,2,3,1,3,2,95,95,95,90,45,2,IL,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141621,2,,1,6,1,6,1,6,7,1,7,1,2,1,1,2,47,5,3,3,2,1,0,2,1,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,1,0,100,0,,0,100,0,50,0,0,10,40,100,50,50,2,0,95,100,50,85,0,0,100,2,100,26,4,1,1,5,5,5,4,5,5,3,3,4,5,6,4,2,7,3,7,2,1,1,7,4,3,2,2,3,4,80,80,80,0,80,1,WI,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141622,2,,1,6,1,6,1,6,6,1,4,1,1,6,1,1,40,1,3,3,1,1,1,1,2,2,1,5,2,1,1,1,0,1,0,0,1,0,0,0,1,0,2,2,2,2,2,1,2,1,1,15,60,50,,30,70,15,70,50,40,50,40,85,60,50,40,50,85,60,50,85,50,40,60,30,70,30,4,2,2,4,3,2,2,2,1,2,3,2,6,2,4,2,2,4,4,2,2,2,7,3,3,2,2,3,3,50,50,50,0,50,1,KS,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141623,2,,1,2,2,7,2,7,1,1,1,7,1,7,4,2,80,1,5,3,2,1,0,1,1,2,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,2,1,100,0,,0,100,0,100,0,100,100,100,0,0,0,100,0,85,50,0,100,60,100,100,0,100,60,85,4,1,2,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,1,1,1,1,9,3,3,4,1,4,1,100,100,100,100,100,1,MA,1,0,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141624,2,,1,6,1,6,1,6,7,1,2,1,2,1,1,1,69,1,3,3,2,1,0,1,2,2,1,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,0,85,30,,15,82,15,50,30,15,60,40,70,70,40,40,40,70,60,50,85,40,15,70,60,70,60,3,1,1,3,2,3,1,2,2,2,3,2,7,1,2,1,1,3,7,3,1,1,7,2,3,2,2,2,2,40,,50,0,60,2,NC,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141626,2,,1,4,3,7,3,6,2,,4,4,2,4,4,1,80,3,2,3,2,2,0,2,2,2,1,2,3,1,4,0,0,1,0,0,1,0,1,1,1,0,2,2,2,2,2,1,1,1,1,100,0,,0,70,0,70,50,50,50,50,50,50,50,50,50,50,85,0,50,50,50,85,50,50,50,70,3,1,1,3,3,3,1,1,1,2,3,3,3,4,4,2,4,3,4,2,3,3,5,3,3,3,2,3,2,50,50,100,50,50,2,MS,1,0,1,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,141627,2,,1,6,1,6,1,6,7,1,2,1,2,4,1,2,34,1,3,3,2,1,2,2,2,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,15,85,,,0,100,15,70,50,40,70,50,60,40,50,40,50,50,50,50,85,40,50,70,50,85,70,3,2,1,3,3,1,2,2,2,2,3,2,5,4,4,3,7,4,4,2,2,2,5,3,3,3,2,3,3,50,50,50,15,50,2,TX,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141628,2,,1,2,2,6,3,6,1,,2,4,1,7,5,2,55,3,3,3,2,1,0,2,1,2,1,3,2,1,2,0,0,1,0,0,0,1,0,0,0,1,2,2,2,1,2,1,1,1,1,80,0,,50,80,1,85,5,70,95,90,70,3,50,99,20,90,70,1,90,100,99,65,50,85,96,85,4,4,1,1,2,5,1,3,4,4,2,1,4,1,1,1,1,2,4,1,1,1,7,4,3,2,1,3,1,93,95,98,25,71,2,NY,1,0,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141629,2,,1,6,1,6,2,6,7,1,1,1,4,3,1,2,67,1,2,3,2,1,0,2,1,2,1,3,2,3,2,0,0,1,0,0,1,1,1,0,1,1,2,2,2,1,2,0,,3,6,0,100,,,0,85,40,70,30,30,30,40,100,50,0,50,40,100,60,30,40,0,0,50,15,85,15,3,1,1,3,2,3,1,1,1,4,1,2,4,4,4,3,6,2,7,1,2,2,6,3,3,3,3,3,2,60,60,60,15,70,1,TX,,,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141630,2,,1,,1,6,1,6,7,1,4,1,1,4,1,1,52,3,3,3,2,1,0,2,2,2,1,2,4,1,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,1,0,100,15,,50,100,0,50,40,0,70,60,60,60,15,50,0,100,,85,100,0,15,100,60,100,50,2,1,1,4,1,1,1,4,4,3,3,3,4,1,4,2,4,4,7,2,1,3,6,3,3,2,2,2,2,50,30,,15,85,1,TN,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141632,2,,1,4,1,5,3,5,6,2,3,1,1,4,2,1,,1,5,3,2,1,1,1,2,2,1,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,20,80,60,,80,80,50,50,60,50,50,75,80,85,85,50,80,100,80,100,85,40,70,50,80,100,80,2,2,1,3,3,4,1,4,4,3,3,2,2,2,2,1,3,2,1,3,4,1,9,2,3,1,2,2,3,100,100,100,0,80,2,PA,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141634,2,,1,4,2,7,2,7,3,1,1,1,1,4,4,2,46,3,3,3,2,3,0,1,2,2,1,3,2,1,4,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,0,,3,6,100,0,,,50,50,15,0,85,0,85,30,0,15,100,15,50,0,0,50,0,100,50,40,50,50,100,4,2,1,2,1,1,5,1,1,1,4,4,2,4,4,4,4,4,6,2,1,1,3,4,4,4,4,4,4,50,50,50,0,50,2,TX,,,1,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,141636,,,1,2,4,7,4,7,2,,1,6,1,7,7,2,57,4,5,3,2,1,0,1,3,2,2,5,3,1,4,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141637,2,,2,4,1,6,1,6,6,1,1,1,1,4,4,2,68,3,3,3,2,1,0,2,1,2,1,2,3,1,1,,,,,,,,,,,,2,2,2,2,2,0,,3,6,0,60,,,0,40,0,40,0,50,50,0,60,40,50,40,0,60,60,0,40,50,0,50,0,60,40,3,1,1,1,1,1,5,5,5,4,2,4,5,7,1,4,4,3,4,2,3,3,5,4,4,4,4,4,4,50,40,40,0,15,1,ID,,,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141638,2,,1,6,1,6,1,6,7,1,4,1,2,4,2,2,65,1,2,3,2,1,0,2,2,2,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,1,30,85,30,,30,70,40,50,50,40,40,50,70,85,50,50,50,50,50,50,70,50,50,50,50,60,50,2,1,2,4,3,3,2,3,3,3,3,2,4,1,4,2,2,4,4,2,3,2,6,2,2,2,2,3,2,50,,50,40,50,,OH,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141639,2,,1,1,3,6,3,6,3,2,1,6,1,6,6,2,30,5,4,3,2,1,0,1,1,2,1,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,1,1,60,0,,30,70,15,40,0,70,60,85,30,15,15,50,30,50,50,0,50,15,50,70,0,40,50,85,2,4,1,1,4,4,1,2,4,4,3,1,2,1,1,2,6,1,2,2,1,1,6,3,2,2,1,3,1,50,50,50,50,50,2,NY,1,0,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141640,2,,1,6,1,7,1,7,7,1,4,1,2,4,1,1,70,2,3,3,2,1,0,1,2,2,1,2,4,1,4,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,1,1,2,1,1,0,100,0,,0,100,0,100,30,0,50,85,100,100,0,100,30,100,100,100,100,0,0,100,85,100,0,1,1,1,2,1,1,1,1,2,4,2,2,5,1,1,1,7,3,7,2,3,2,7,1,2,3,1,2,2,85,60,30,0,100,1,TX,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141642,2,,1,7,1,6,1,5,7,1,6,1,4,4,1,1,61,1,4,3,2,1,0,2,2,2,1,5,3,1,2,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,30,85,15,,15,100,15,100,30,30,40,60,100,85,50,50,60,100,85,100,85,50,30,70,15,100,0,2,1,1,4,4,1,1,5,5,4,3,2,5,6,6,6,6,3,7,2,1,2,7,2,3,2,3,3,4,85,85,85,,85,2,SC,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141643,2,,1,6,1,5,2,6,6,1,2,1,,7,1,2,,1,3,3,2,1,0,1,2,2,1,4,5,1,1,0,0,1,1,0,1,0,1,1,1,0,2,2,2,2,2,1,2,1,1,15,100,30,,0,85,40,70,50,50,40,50,100,85,50,85,70,100,100,85,85,50,15,100,30,100,15,2,1,1,3,3,1,4,1,1,2,1,4,4,4,4,1,1,2,6,1,5,3,7,2,2,2,2,2,4,100,,100,30,100,1,NY,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141644,2,,1,4,4,4,4,4,1,2,6,2,4,6,6,1,29,5,2,2,1,2,3,2,1,2,1,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,,3,6,100,0,,,0,0,70,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,4,3,2,3,3,2,2,2,3,2,3,2,6,6,6,6,6,2,6,3,3,3,4,3,3,3,3,3,3,15,75,100,65,15,2,MD,,,0,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,141647,2,,1,3,3,6,3,6,1,,4,4,1,6,7,2,77,1,4,2,2,1,0,1,1,2,1,4,2,1,2,0,1,0,0,0,1,0,0,0,0,0,2,2,1,2,2,1,1,2,1,90,15,,30,70,0,100,50,85,80,70,50,40,15,90,50,50,30,0,85,80,75,50,25,50,85,100,1,3,3,1,2,1,1,3,3,4,3,1,4,1,1,1,1,2,2,2,1,1,9,3,2,2,1,3,1,50,50,50,50,50,2,NJ,1,0,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141649,2,,1,4,2,7,2,6,1,2,2,1,1,2,6,1,79,1,3,3,2,1,0,2,2,2,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,1,100,0,,,60,0,60,30,50,50,60,30,50,30,50,40,70,85,0,85,85,50,70,30,60,100,100,3,3,2,1,2,3,1,1,1,4,2,2,7,1,1,1,1,4,4,2,1,1,10,3,3,3,2,2,2,60,70,,60,50,2,IL,1,0,1,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141651,2,,1,3,2,7,3,7,3,,2,4,1,7,7,1,79,5,4,3,2,3,0,1,1,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,1,100,0,,0,85,0,100,100,85,70,85,50,30,0,85,70,70,100,0,100,100,85,100,15,100,100,100,1,1,1,1,3,3,1,1,2,2,1,2,1,1,2,1,1,3,1,1,1,1,10,2,2,2,1,2,2,100,100,,85,100,2,TX,1,0,0,1,0,0,1,0,0,0
ANES2024TimeSeries_20250808,141654,2,,1,7,1,7,2,6,7,1,4,1,4,7,1,1,80,1,4,3,2,1,0,2,1,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,1,0,100,,,0,100,0,100,50,0,50,50,100,100,0,85,0,100,100,100,100,0,50,100,75,75,50,2,1,2,4,2,1,2,2,2,2,3,2,2,2,2,1,1,3,2,1,1,4,5,2,2,2,3,2,2,70,70,70,70,80,1,MN,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141655,2,,1,5,4,1,3,5,6,1,2,6,1,4,2,2,80,2,5,3,2,1,0,1,2,2,1,4,1,1,2,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,2,1,2,2,3,40,60,50,,50,70,40,40,50,30,60,50,30,85,50,50,15,85,50,85,85,50,0,70,70,85,70,3,1,2,4,2,3,2,3,4,3,4,2,7,1,4,1,1,3,1,2,3,2,7,2,2,1,2,3,2,70,50,,0,70,2,IL,0,1,1,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141656,2,,1,7,1,7,1,7,7,1,2,1,2,1,1,1,62,1,4,3,2,1,0,2,1,2,1,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,2,1,1,0,90,,,0,95,0,75,0,5,30,80,95,80,30,80,50,95,95,95,95,5,0,90,5,85,0,4,1,1,5,2,2,1,4,5,4,1,2,5,7,7,2,7,1,7,1,2,1,9,2,4,2,2,2,4,70,50,50,0,95,1,OH,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141657,2,,1,4,3,6,3,7,1,2,4,7,3,4,4,1,54,1,5,3,1,2,1,2,1,2,1,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,1,85,0,,30,60,15,60,30,50,50,70,40,40,30,50,40,15,70,0,50,50,30,40,15,70,50,30,4,2,2,1,1,5,1,2,1,1,2,2,4,1,1,1,1,1,6,3,1,1,5,3,3,3,2,3,2,15,50,50,30,50,2,MD,1,0,0,1,0,0,0,0,1,0
ANES2024TimeSeries_20250808,141659,2,,1,5,1,6,2,5,7,1,7,7,1,1,4,2,68,3,4,3,2,1,0,1,1,2,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,0,85,15,,0,70,30,50,50,15,50,50,70,85,50,50,50,50,70,50,100,50,15,60,40,50,50,3,1,1,4,3,3,2,2,2,4,3,2,6,4,4,1,1,3,4,2,2,2,8,2,3,2,2,3,4,50,50,50,15,50,2,PA,0,1,0,0,0,1,0,1,0,0
ANES2024TimeSeries_20250808,141660,2,,1,4,2,6,2,7,2,3,1,2,1,4,7,2,66,1,4,3,2,1,0,1,1,2,1,4,1,1,2,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,2,1,1,2,1,70,0,,15,85,15,40,15,50,60,60,50,40,30,50,40,50,50,0,60,60,50,50,0,60,50,60,3,3,3,2,2,3,1,2,2,4,2,1,1,1,1,1,1,3,1,1,1,1,8,3,2,2,1,4,1,60,60,60,50,60,2,PA,1,0,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141661,2,,1,2,2,5,3,6,3,2,3,6,1,7,7,1,68,5,5,3,1,1,0,1,1,2,1,5,1,1,2,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,2,1,1,1,1,95,0,,5,85,0,90,0,70,95,95,40,5,15,70,5,50,35,0,50,70,50,55,2,70,75,90,4,2,2,2,2,2,1,2,2,4,2,1,2,1,1,1,1,3,3,2,2,1,7,4,3,3,1,3,1,59,59,59,59,59,2,IL,1,0,0,1,0,0,0,1,0,0
ANES2024TimeSeries_20250808,141662,2,,1,5,1,6,1,6,7,1,7,1,1,1,1,2,49,1,2,3,2,1,0,1,2,2,1,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,15,50,15,,50,50,0,0,30,15,50,0,40,40,100,40,50,85,85,50,70,50,0,50,50,85,50,3,2,1,2,2,5,2,1,1,2,3,4,5,1,2,1,1,4,4,3,1,2,7,4,4,4,4,4,4,50,50,50,40,50,1,TX,0,1,1,0,0,1,0,1,0,0
